job_title_name,course_id,name,en_name,enrollments
Data Analyst,"1,004",AI Python for Beginners: Basics of AI Python Coding,ai-python-for-beginners,"8,122"
Data Analyst,9,LangChain Chat with Your Data,langchain-chat-with-your-data,"7,576"
Data Analyst,13,Finetuning Large Language Models,finetuning-large-language-models,"7,499"
Data Analyst,16,Pair Programming with a Large Language Model,pair-programming-llm,"6,748"
Data Analyst,15,Understanding and Applying Text Embeddings,google-cloud-vertex-ai,"5,725"
Data Analyst,10,Building Generative AI Applications with Gradio,huggingface-gradio,"4,800"
Data Analyst,7,How Diffusion Models Work,diffusion-models,"4,781"
Data Analyst,12,Large Language Models with Semantic Search,large-language-models-semantic-search,"4,163"
Data Analyst,11,Evaluating and Debugging Generative AI,evaluating-debugging-generative-ai,"3,995"
Data Analyst,18,Vector Databases: from Embeddings to Applications,vector-databases-embeddings-applications,"3,995"
Data Analyst,14,How Business Thinkers Can Start Building AI Plugins With Semantic Kernel,microsoft-semantic-kernel,"3,636"
Data Analyst,17,"Functions, Tools and Agents with LangChain",functions-tools-agents-langchain,"2,128"
Data Analyst,45,Building Your Own Database Agent,building-your-own-database-agent,"1,935"
Data Analyst,20,Building and Evaluating Advanced RAG,building-evaluating-advanced-rag,"1,897"
Data Analyst,41,Multi AI Agent Systems with crewAI,multi-ai-agent-systems-with-crewai,"1,534"
Data Analyst,"1,006",AI Python for Beginners: Automating Tasks with Python,ai-python-for-beginners-c2,"1,533"
Data Analyst,24,LLMOps,llmops,"1,469"
Data Analyst,28,Prompt Engineering with Llama 2&3,prompt-engineering-with-llama-2,"1,338"
Data Analyst,26,Building Applications with Vector Databases,building-applications-vector-databases,"1,242"
Data Analyst,29,Open Source Models with Hugging Face,open-source-models-hugging-face,"1,202"
Data Analyst,30,Knowledge Graphs for RAG,knowledge-graphs-rag,"1,100"
Data Analyst,21,Reinforcement Learning From Human Feedback,reinforcement-learning-from-human-feedback,"1,099"
Data Analyst,44,AI Agents in LangGraph,ai-agents-in-langgraph,"1,098"
Data Analyst,34,Preprocessing Unstructured Data for LLM Applications,preprocessing-unstructured-data-for-llm-applications,"1,035"
Data Analyst,19,Quality and Safety for LLM Applications,quality-safety-llm-applications,963
Data Analyst,"1,011",AI Python for Beginners: Working with Your Own Data and Documents in Python,ai-python-for-beginners-c3,936
Data Analyst,22,Advanced Retrieval for AI with Chroma,advanced-retrieval-for-ai,906
Data Analyst,39,Building Agentic RAG with Llamaindex,building-agentic-rag-with-llamaindex,871
Data Analyst,27,Serverless LLM Apps Amazon Bedrock,serverless-LLM-apps-amazon-bedrock,839
Data Analyst,43,AI Agentic Design Patterns with AutoGen,ai-agentic-design-patterns-with-autogen,802
Data Analyst,36,Getting Started with Mistral,getting-started-with-mistral,732
Data Analyst,23,Build LLM Apps with LangChain.js,build-llm-apps-with-langchain-js,708
Data Analyst,42,Introduction to on-device AI,introduction-to-on-device-ai,702
Data Analyst,"1,002",Pretraining LLMs,pretraining-llms,628
Data Analyst,46,Function-calling and data extraction with LLMs,function-calling-and-data-extraction-with-llms,606
Data Analyst,37,Prompt Engineering for Vision Models,prompt-engineering-for-vision-models,572
Data Analyst,25,Automated Testing for LLMOps,automated-testing-llmops,551
Data Analyst,40,Building Multimodal Search and RAG,building-multimodal-search-and-rag,545
Data Analyst,"1,001",Prompt Compression and Query Optimization,prompt-compression-and-query-optimization,516
Data Analyst,35,Quantization Fundamentals with Hugging Face,quantization-fundamentals,510
Data Analyst,31,Efficiently Serving LLMs,efficiently-serving-llms,496
Data Analyst,32,JavaScript RAG Web Apps with LlamaIndex,javascript-rag-web-apps-with-llamaindex,491
Data Analyst,"1,008",Improving Accuracy of LLM Applications,improving-accuracy-of-llm-applications,473
Data Analyst,"1,009",Building AI Applications With Haystack,building-ai-applications-with-haystack,447
Data Analyst,"1,013",Multimodal RAG: Chat with Videos,multimodal-rag-chat-with-videos,445
Data Analyst,33,Red Teaming LLM Applications,red-teaming-llm-applications,420
Data Analyst,"1,010",Large Multimodal Model Prompting with Gemini,large-multimodal-model-prompting-with-gemini,399
Data Analyst,"1,012",AI Python for Beginners: Extending Python with Packages and APIs,ai-python-for-beginners-c4,381
Data Analyst,"1,007",Embedding Models: from Architecture to Implementation,embedding-models-from-architecture-to-implementation,372
Data Analyst,47,Carbon Aware Computing for GenAI developers,carbon-aware-computing-for-genai-developers,357
Data Analyst,38,Quantization in Depth,quantization-in-depth,300
Data Analyst,"1,003",Intro to Federated Learning,intro-to-federated-learning,299
Data Analyst,"1,016",Introducing Multimodal Llama 3.2,introducing-multimodal-llama-3-2,253
Data Analyst,"1,015",Retrieval Optimization:  From Tokenization to Vector Quantization,retrieval-optimization-from-tokenization-to-vector-quantization,204
Data Analyst,"1,005",Federated Fine-tuning of LLMs with Private Data,intro-to-federated-learning-c2,96
Data Analyst,3,Pandas,Pandas,1
Data Analyst,1,AI For Beginner,AI_For_Beginner,1
Data Scientist,5,ChatGPT Prompt Engineering for Developers,chatgpt-prompt-eng,"62,215"
Data Scientist,6,LangChain for LLM Application Development,langchain,"31,448"
Data Scientist,9,LangChain Chat with Your Data,langchain-chat-with-your-data,"21,944"
Data Scientist,13,Finetuning Large Language Models,finetuning-large-language-models,"19,084"
Data Scientist,8,Building Systems with the ChatGPT API,chatgpt-building-system,"17,661"
Data Scientist,20,Building and Evaluating Advanced RAG,building-evaluating-advanced-rag,"12,649"
Data Scientist,"1,004",AI Python for Beginners: Basics of AI Python Coding,ai-python-for-beginners,"11,907"
Data Scientist,7,How Diffusion Models Work,diffusion-models,"10,629"
Data Scientist,17,"Functions, Tools and Agents with LangChain",functions-tools-agents-langchain,"10,378"
Data Scientist,12,Large Language Models with Semantic Search,large-language-models-semantic-search,"10,051"
Data Scientist,10,Building Generative AI Applications with Gradio,huggingface-gradio,"9,177"
Data Scientist,30,Knowledge Graphs for RAG,knowledge-graphs-rag,"8,974"
Data Scientist,24,LLMOps,llmops,"8,287"
Data Scientist,15,Understanding and Applying Text Embeddings,google-cloud-vertex-ai,"8,251"
Data Scientist,44,AI Agents in LangGraph,ai-agents-in-langgraph,"8,194"
Data Scientist,11,Evaluating and Debugging Generative AI,evaluating-debugging-generative-ai,"7,818"
Data Scientist,41,Multi AI Agent Systems with crewAI,multi-ai-agent-systems-with-crewai,"7,550"
Data Scientist,16,Pair Programming with a Large Language Model,pair-programming-llm,"7,275"
Data Scientist,18,Vector Databases: from Embeddings to Applications,vector-databases-embeddings-applications,"7,096"
Data Scientist,39,Building Agentic RAG with Llamaindex,building-agentic-rag-with-llamaindex,"6,874"
Data Scientist,29,Open Source Models with Hugging Face,open-source-models-hugging-face,"6,356"
Data Scientist,34,Preprocessing Unstructured Data for LLM Applications,preprocessing-unstructured-data-for-llm-applications,"6,116"
Data Scientist,28,Prompt Engineering with Llama 2&3,prompt-engineering-with-llama-2,"5,702"
Data Scientist,26,Building Applications with Vector Databases,building-applications-vector-databases,"5,684"
Data Scientist,22,Advanced Retrieval for AI with Chroma,advanced-retrieval-for-ai,"5,501"
Data Scientist,21,Reinforcement Learning From Human Feedback,reinforcement-learning-from-human-feedback,"5,163"
Data Scientist,43,AI Agentic Design Patterns with AutoGen,ai-agentic-design-patterns-with-autogen,"5,013"
Data Scientist,45,Building Your Own Database Agent,building-your-own-database-agent,"4,946"
Data Scientist,40,Building Multimodal Search and RAG,building-multimodal-search-and-rag,"4,114"
Data Scientist,35,Quantization Fundamentals with Hugging Face,quantization-fundamentals,"4,029"
Data Scientist,14,How Business Thinkers Can Start Building AI Plugins With Semantic Kernel,microsoft-semantic-kernel,"3,927"
Data Scientist,36,Getting Started with Mistral,getting-started-with-mistral,"3,879"
Data Scientist,"1,002",Pretraining LLMs,pretraining-llms,"3,377"
Data Scientist,27,Serverless LLM Apps Amazon Bedrock,serverless-LLM-apps-amazon-bedrock,"3,338"
Data Scientist,"1,008",Improving Accuracy of LLM Applications,improving-accuracy-of-llm-applications,"3,236"
Data Scientist,46,Function-calling and data extraction with LLMs,function-calling-and-data-extraction-with-llms,"3,185"
Data Scientist,31,Efficiently Serving LLMs,efficiently-serving-llms,"3,068"
Data Scientist,25,Automated Testing for LLMOps,automated-testing-llmops,"2,771"
Data Scientist,19,Quality and Safety for LLM Applications,quality-safety-llm-applications,"2,704"
Data Scientist,37,Prompt Engineering for Vision Models,prompt-engineering-for-vision-models,"2,693"
Data Scientist,38,Quantization in Depth,quantization-in-depth,"2,655"
Data Scientist,"1,013",Multimodal RAG: Chat with Videos,multimodal-rag-chat-with-videos,"2,581"
Data Scientist,"1,006",AI Python for Beginners: Automating Tasks with Python,ai-python-for-beginners-c2,"2,545"
Data Scientist,42,Introduction to on-device AI,introduction-to-on-device-ai,"2,506"
Data Scientist,23,Build LLM Apps with LangChain.js,build-llm-apps-with-langchain-js,"2,304"
Data Scientist,33,Red Teaming LLM Applications,red-teaming-llm-applications,"2,251"
Data Scientist,"1,001",Prompt Compression and Query Optimization,prompt-compression-and-query-optimization,"2,248"
Data Scientist,"1,007",Embedding Models: from Architecture to Implementation,embedding-models-from-architecture-to-implementation,"2,229"
Data Scientist,32,JavaScript RAG Web Apps with LlamaIndex,javascript-rag-web-apps-with-llamaindex,"1,778"
Data Scientist,"1,009",Building AI Applications With Haystack,building-ai-applications-with-haystack,"1,701"
Data Scientist,"1,011",AI Python for Beginners: Working with Your Own Data and Documents in Python,ai-python-for-beginners-c3,"1,662"
Data Scientist,"1,010",Large Multimodal Model Prompting with Gemini,large-multimodal-model-prompting-with-gemini,"1,620"
Data Scientist,"1,003",Intro to Federated Learning,intro-to-federated-learning,"1,461"
Data Scientist,"1,015",Retrieval Optimization:  From Tokenization to Vector Quantization,retrieval-optimization-from-tokenization-to-vector-quantization,"1,333"
Data Scientist,"1,016",Introducing Multimodal Llama 3.2,introducing-multimodal-llama-3-2,"1,271"
Data Scientist,47,Carbon Aware Computing for GenAI developers,carbon-aware-computing-for-genai-developers,"1,175"
Data Scientist,"1,012",AI Python for Beginners: Extending Python with Packages and APIs,ai-python-for-beginners-c4,649
Data Scientist,"1,005",Federated Fine-tuning of LLMs with Private Data,intro-to-federated-learning-c2,579
Data Scientist,3,Pandas,Pandas,7
Data Scientist,4,Pandas_test,Pandas_test,2
Educator / Teacher / Professor,5,ChatGPT Prompt Engineering for Developers,chatgpt-prompt-eng,"28,353"
Educator / Teacher / Professor,"1,004",AI Python for Beginners: Basics of AI Python Coding,ai-python-for-beginners,"6,452"
Educator / Teacher / Professor,8,Building Systems with the ChatGPT API,chatgpt-building-system,"3,416"
Educator / Teacher / Professor,6,LangChain for LLM Application Development,langchain,"3,143"
Educator / Teacher / Professor,9,LangChain Chat with Your Data,langchain-chat-with-your-data,"2,305"
Educator / Teacher / Professor,13,Finetuning Large Language Models,finetuning-large-language-models,"2,288"
Educator / Teacher / Professor,10,Building Generative AI Applications with Gradio,huggingface-gradio,"1,815"
Educator / Teacher / Professor,7,How Diffusion Models Work,diffusion-models,"1,785"
Educator / Teacher / Professor,41,Multi AI Agent Systems with crewAI,multi-ai-agent-systems-with-crewai,"1,456"
Educator / Teacher / Professor,16,Pair Programming with a Large Language Model,pair-programming-llm,"1,330"
Educator / Teacher / Professor,"1,006",AI Python for Beginners: Automating Tasks with Python,ai-python-for-beginners-c2,"1,276"
Educator / Teacher / Professor,15,Understanding and Applying Text Embeddings,google-cloud-vertex-ai,"1,254"
Educator / Teacher / Professor,12,Large Language Models with Semantic Search,large-language-models-semantic-search,"1,228"
Educator / Teacher / Professor,29,Open Source Models with Hugging Face,open-source-models-hugging-face,"1,188"
Educator / Teacher / Professor,28,Prompt Engineering with Llama 2&3,prompt-engineering-with-llama-2,"1,175"
Educator / Teacher / Professor,20,Building and Evaluating Advanced RAG,building-evaluating-advanced-rag,"1,104"
Educator / Teacher / Professor,11,Evaluating and Debugging Generative AI,evaluating-debugging-generative-ai,"1,014"
Educator / Teacher / Professor,17,"Functions, Tools and Agents with LangChain",functions-tools-agents-langchain,988
Educator / Teacher / Professor,"1,011",AI Python for Beginners: Working with Your Own Data and Documents in Python,ai-python-for-beginners-c3,971
Educator / Teacher / Professor,44,AI Agents in LangGraph,ai-agents-in-langgraph,942
Educator / Teacher / Professor,24,LLMOps,llmops,916
Educator / Teacher / Professor,30,Knowledge Graphs for RAG,knowledge-graphs-rag,909
Educator / Teacher / Professor,21,Reinforcement Learning From Human Feedback,reinforcement-learning-from-human-feedback,881
Educator / Teacher / Professor,39,Building Agentic RAG with Llamaindex,building-agentic-rag-with-llamaindex,853
Educator / Teacher / Professor,45,Building Your Own Database Agent,building-your-own-database-agent,812
Educator / Teacher / Professor,42,Introduction to on-device AI,introduction-to-on-device-ai,809
Educator / Teacher / Professor,18,Vector Databases: from Embeddings to Applications,vector-databases-embeddings-applications,808
Educator / Teacher / Professor,"1,002",Pretraining LLMs,pretraining-llms,750
Educator / Teacher / Professor,34,Preprocessing Unstructured Data for LLM Applications,preprocessing-unstructured-data-for-llm-applications,739
Educator / Teacher / Professor,43,AI Agentic Design Patterns with AutoGen,ai-agentic-design-patterns-with-autogen,736
Educator / Teacher / Professor,37,Prompt Engineering for Vision Models,prompt-engineering-for-vision-models,727
Educator / Teacher / Professor,26,Building Applications with Vector Databases,building-applications-vector-databases,674
Educator / Teacher / Professor,36,Getting Started with Mistral,getting-started-with-mistral,637
Educator / Teacher / Professor,14,How Business Thinkers Can Start Building AI Plugins With Semantic Kernel,microsoft-semantic-kernel,618
Educator / Teacher / Professor,22,Advanced Retrieval for AI with Chroma,advanced-retrieval-for-ai,591
Educator / Teacher / Professor,"1,013",Multimodal RAG: Chat with Videos,multimodal-rag-chat-with-videos,561
Educator / Teacher / Professor,23,Build LLM Apps with LangChain.js,build-llm-apps-with-langchain-js,534
Educator / Teacher / Professor,"1,010",Large Multimodal Model Prompting with Gemini,large-multimodal-model-prompting-with-gemini,528
Educator / Teacher / Professor,40,Building Multimodal Search and RAG,building-multimodal-search-and-rag,523
Educator / Teacher / Professor,35,Quantization Fundamentals with Hugging Face,quantization-fundamentals,506
Educator / Teacher / Professor,"1,009",Building AI Applications With Haystack,building-ai-applications-with-haystack,466
Educator / Teacher / Professor,"1,008",Improving Accuracy of LLM Applications,improving-accuracy-of-llm-applications,466
Educator / Teacher / Professor,32,JavaScript RAG Web Apps with LlamaIndex,javascript-rag-web-apps-with-llamaindex,429
Educator / Teacher / Professor,46,Function-calling and data extraction with LLMs,function-calling-and-data-extraction-with-llms,426
Educator / Teacher / Professor,"1,003",Intro to Federated Learning,intro-to-federated-learning,425
Educator / Teacher / Professor,27,Serverless LLM Apps Amazon Bedrock,serverless-LLM-apps-amazon-bedrock,395
Educator / Teacher / Professor,33,Red Teaming LLM Applications,red-teaming-llm-applications,382
Educator / Teacher / Professor,38,Quantization in Depth,quantization-in-depth,380
Educator / Teacher / Professor,19,Quality and Safety for LLM Applications,quality-safety-llm-applications,372
Educator / Teacher / Professor,"1,016",Introducing Multimodal Llama 3.2,introducing-multimodal-llama-3-2,363
Educator / Teacher / Professor,"1,007",Embedding Models: from Architecture to Implementation,embedding-models-from-architecture-to-implementation,362
Educator / Teacher / Professor,"1,001",Prompt Compression and Query Optimization,prompt-compression-and-query-optimization,358
Educator / Teacher / Professor,"1,012",AI Python for Beginners: Extending Python with Packages and APIs,ai-python-for-beginners-c4,352
Educator / Teacher / Professor,31,Efficiently Serving LLMs,efficiently-serving-llms,343
Educator / Teacher / Professor,47,Carbon Aware Computing for GenAI developers,carbon-aware-computing-for-genai-developers,308
Educator / Teacher / Professor,25,Automated Testing for LLMOps,automated-testing-llmops,254
Educator / Teacher / Professor,"1,015",Retrieval Optimization:  From Tokenization to Vector Quantization,retrieval-optimization-from-tokenization-to-vector-quantization,228
Educator / Teacher / Professor,"1,005",Federated Fine-tuning of LLMs with Private Data,intro-to-federated-learning-c2,116
Educator / Teacher / Professor,3,Pandas,Pandas,1
Entrepreneur,5,ChatGPT Prompt Engineering for Developers,chatgpt-prompt-eng,"45,248"
Entrepreneur,8,Building Systems with the ChatGPT API,chatgpt-building-system,"6,030"
Entrepreneur,6,LangChain for LLM Application Development,langchain,"5,846"
Entrepreneur,"1,004",AI Python for Beginners: Basics of AI Python Coding,ai-python-for-beginners,"5,445"
Entrepreneur,41,Multi AI Agent Systems with crewAI,multi-ai-agent-systems-with-crewai,"4,046"
Entrepreneur,9,LangChain Chat with Your Data,langchain-chat-with-your-data,"3,903"
Entrepreneur,13,Finetuning Large Language Models,finetuning-large-language-models,"3,115"
Entrepreneur,10,Building Generative AI Applications with Gradio,huggingface-gradio,"2,719"
Entrepreneur,44,AI Agents in LangGraph,ai-agents-in-langgraph,"2,060"
Entrepreneur,20,Building and Evaluating Advanced RAG,building-evaluating-advanced-rag,"2,041"
Entrepreneur,17,"Functions, Tools and Agents with LangChain",functions-tools-agents-langchain,"1,997"
Entrepreneur,7,How Diffusion Models Work,diffusion-models,"1,971"
Entrepreneur,14,How Business Thinkers Can Start Building AI Plugins With Semantic Kernel,microsoft-semantic-kernel,"1,873"
Entrepreneur,43,AI Agentic Design Patterns with AutoGen,ai-agentic-design-patterns-with-autogen,"1,747"
Entrepreneur,16,Pair Programming with a Large Language Model,pair-programming-llm,"1,709"
Entrepreneur,39,Building Agentic RAG with Llamaindex,building-agentic-rag-with-llamaindex,"1,652"
Entrepreneur,12,Large Language Models with Semantic Search,large-language-models-semantic-search,"1,645"
Entrepreneur,29,Open Source Models with Hugging Face,open-source-models-hugging-face,"1,519"
Entrepreneur,15,Understanding and Applying Text Embeddings,google-cloud-vertex-ai,"1,509"
Entrepreneur,30,Knowledge Graphs for RAG,knowledge-graphs-rag,"1,409"
Entrepreneur,24,LLMOps,llmops,"1,398"
Entrepreneur,11,Evaluating and Debugging Generative AI,evaluating-debugging-generative-ai,"1,385"
Entrepreneur,28,Prompt Engineering with Llama 2&3,prompt-engineering-with-llama-2,"1,379"
Entrepreneur,26,Building Applications with Vector Databases,building-applications-vector-databases,"1,377"
Entrepreneur,45,Building Your Own Database Agent,building-your-own-database-agent,"1,285"
Entrepreneur,18,Vector Databases: from Embeddings to Applications,vector-databases-embeddings-applications,"1,219"
Entrepreneur,34,Preprocessing Unstructured Data for LLM Applications,preprocessing-unstructured-data-for-llm-applications,"1,181"
Entrepreneur,"1,006",AI Python for Beginners: Automating Tasks with Python,ai-python-for-beginners-c2,"1,170"
Entrepreneur,42,Introduction to on-device AI,introduction-to-on-device-ai,"1,036"
Entrepreneur,21,Reinforcement Learning From Human Feedback,reinforcement-learning-from-human-feedback,"1,032"
Entrepreneur,36,Getting Started with Mistral,getting-started-with-mistral,975
Entrepreneur,23,Build LLM Apps with LangChain.js,build-llm-apps-with-langchain-js,963
Entrepreneur,22,Advanced Retrieval for AI with Chroma,advanced-retrieval-for-ai,925
Entrepreneur,27,Serverless LLM Apps Amazon Bedrock,serverless-LLM-apps-amazon-bedrock,856
Entrepreneur,37,Prompt Engineering for Vision Models,prompt-engineering-for-vision-models,855
Entrepreneur,32,JavaScript RAG Web Apps with LlamaIndex,javascript-rag-web-apps-with-llamaindex,854
Entrepreneur,40,Building Multimodal Search and RAG,building-multimodal-search-and-rag,801
Entrepreneur,"1,011",AI Python for Beginners: Working with Your Own Data and Documents in Python,ai-python-for-beginners-c3,754
Entrepreneur,46,Function-calling and data extraction with LLMs,function-calling-and-data-extraction-with-llms,713
Entrepreneur,"1,008",Improving Accuracy of LLM Applications,improving-accuracy-of-llm-applications,699
Entrepreneur,"1,009",Building AI Applications With Haystack,building-ai-applications-with-haystack,682
Entrepreneur,"1,002",Pretraining LLMs,pretraining-llms,678
Entrepreneur,"1,013",Multimodal RAG: Chat with Videos,multimodal-rag-chat-with-videos,654
Entrepreneur,35,Quantization Fundamentals with Hugging Face,quantization-fundamentals,627
Entrepreneur,31,Efficiently Serving LLMs,efficiently-serving-llms,594
Entrepreneur,33,Red Teaming LLM Applications,red-teaming-llm-applications,554
Entrepreneur,19,Quality and Safety for LLM Applications,quality-safety-llm-applications,526
Entrepreneur,"1,010",Large Multimodal Model Prompting with Gemini,large-multimodal-model-prompting-with-gemini,520
Entrepreneur,"1,001",Prompt Compression and Query Optimization,prompt-compression-and-query-optimization,509
Entrepreneur,25,Automated Testing for LLMOps,automated-testing-llmops,488
Entrepreneur,"1,016",Introducing Multimodal Llama 3.2,introducing-multimodal-llama-3-2,410
Entrepreneur,"1,007",Embedding Models: from Architecture to Implementation,embedding-models-from-architecture-to-implementation,404
Entrepreneur,"1,003",Intro to Federated Learning,intro-to-federated-learning,374
Entrepreneur,38,Quantization in Depth,quantization-in-depth,364
Entrepreneur,"1,015",Retrieval Optimization:  From Tokenization to Vector Quantization,retrieval-optimization-from-tokenization-to-vector-quantization,301
Entrepreneur,"1,012",AI Python for Beginners: Extending Python with Packages and APIs,ai-python-for-beginners-c4,295
Entrepreneur,47,Carbon Aware Computing for GenAI developers,carbon-aware-computing-for-genai-developers,272
Entrepreneur,"1,005",Federated Fine-tuning of LLMs with Private Data,intro-to-federated-learning-c2,128
Entrepreneur,3,Pandas,Pandas,1
Finance,5,ChatGPT Prompt Engineering for Developers,chatgpt-prompt-eng,"20,233"
Finance,"1,004",AI Python for Beginners: Basics of AI Python Coding,ai-python-for-beginners,"2,950"
Finance,8,Building Systems with the ChatGPT API,chatgpt-building-system,"1,703"
Finance,6,LangChain for LLM Application Development,langchain,"1,297"
Finance,9,LangChain Chat with Your Data,langchain-chat-with-your-data,943
Finance,13,Finetuning Large Language Models,finetuning-large-language-models,876
Finance,15,Understanding and Applying Text Embeddings,google-cloud-vertex-ai,779
Finance,16,Pair Programming with a Large Language Model,pair-programming-llm,689
Finance,41,Multi AI Agent Systems with crewAI,multi-ai-agent-systems-with-crewai,639
Finance,10,Building Generative AI Applications with Gradio,huggingface-gradio,631
Finance,"1,006",AI Python for Beginners: Automating Tasks with Python,ai-python-for-beginners-c2,606
Finance,7,How Diffusion Models Work,diffusion-models,517
Finance,18,Vector Databases: from Embeddings to Applications,vector-databases-embeddings-applications,473
Finance,20,Building and Evaluating Advanced RAG,building-evaluating-advanced-rag,381
Finance,14,How Business Thinkers Can Start Building AI Plugins With Semantic Kernel,microsoft-semantic-kernel,376
Finance,11,Evaluating and Debugging Generative AI,evaluating-debugging-generative-ai,369
Finance,17,"Functions, Tools and Agents with LangChain",functions-tools-agents-langchain,356
Finance,45,Building Your Own Database Agent,building-your-own-database-agent,355
